TO_TIMESTAMP('2024-01-01 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-06 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-07 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-07 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-07 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-08 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-08 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-08 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-09 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-09 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-09 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-10 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-10 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-10 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-11 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-11 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-11 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-12 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-12 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-12 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-13 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-13 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-13 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-14 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-14 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-14 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-15 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-15 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-15 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-16 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-16 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-16 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-17 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-17 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-17 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-18 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-18 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-18 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-19 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-19 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-19 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-20 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-20 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-20 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-21 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-21 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-21 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-22 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-22 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-22 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-23 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-23 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-23 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-24 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-24 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-24 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-25 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-25 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-25 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-26 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-26 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-26 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-27 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-27 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-27 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-28 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-28 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-28 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-29 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-29 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-29 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-30 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-30 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-04-30 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-01 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-01 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-01 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-02 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-02 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-02 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-03 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-03 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-03 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-04 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-04 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-04 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-05 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-05 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-05 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-06 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-06 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-06 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-07 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-07 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-07 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-08 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-08 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-08 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-09 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-09 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-09 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-10 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-10 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-10 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-11 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-11 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-11 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-12 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-12 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-12 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-13 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-13 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-13 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-14 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-14 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-14 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-15 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-15 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-15 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-16 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-16 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-16 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-17 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-17 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-17 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-18 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-18 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-18 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-19 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-19 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-19 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-20 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-20 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-20 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-21 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-21 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-21 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-22 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-22 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-22 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-23 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-23 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-23 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-24 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-24 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-24 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-25 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-25 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-25 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-26 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-26 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-26 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-27 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-27 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-27 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-28 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-28 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-28 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-29 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-29 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-29 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-30 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-30 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-30 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-31 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-31 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-05-31 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-01 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-01 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-01 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-02 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-02 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-02 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-03 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-03 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-03 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-04 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-04 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-04 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-05 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-05 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-05 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-06 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-06 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-06 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-07 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-07 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-07 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-08 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-08 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-08 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-09 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-09 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-09 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-10 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-10 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-10 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-11 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-11 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-11 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-12 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-12 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-12 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-13 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-13 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-13 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-14 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-14 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-14 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-15 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-15 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-15 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-16 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-16 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-16 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-17 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-17 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-17 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-18 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-18 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-18 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-19 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-19 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-19 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-20 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-20 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-20 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-21 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-21 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-21 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-22 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-22 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-22 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-23 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-23 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-23 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-24 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-24 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-24 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-25 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-25 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-25 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-26 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-26 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-26 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-27 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-27 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-27 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-28 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-28 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-28 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-29 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-29 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-29 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-30 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-30 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-06-30 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-07-01 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-07-01 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-07-01 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-07-02 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-07-02 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-07-02 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-07-03 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-07-03 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-07-03 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-07-04 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-07-04 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-07-04 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-07-05 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-07-05 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-07-05 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-07-06 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-07-06 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-07-06 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-07-07 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-07-07 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-07-07 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-07-08 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-07-08 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-07-08 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-07-09 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-07-09 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-07-09 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-07-10 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-07-10 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-07-10 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-07-11 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-07-11 15:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-07-11 23:30:00', 'YYYY-MM-DD HH24:MI:SS')
TO_TIMESTAMP('2024-07-12 07:30:00', 'YYYY-MM-DD HH24:MI:SS')
